,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy
1516,119.0,3,129.0,9,4,25700,2,100.0,1,13.59,14161.0,1,Perfect,10.154285180632154,1.6094379124341003,1
1517,119.0,0,129.0,2,3,75000,3,100.0,0,6.07,14161.0,1,Perfect,11.225256725762893,1.3862943611198906,0
1518,119.0,2,129.0,8,16,60600,2,100.0,0,10.9,14161.0,1,Perfect,11.01206667357142,2.833213344056216,0
1519,72.0,2,129.0,4,1,16900,2,96.4,0,10.9,5184.0,1,Low Risk,9.735128070758227,0.6931471805599453,0
1520,12.0,2,129.0,2,4,8300,0,81.8,0,16.02,144.0,1,Moderate Risk,9.024131268455035,1.6094379124341003,0
1521,26.0,2,129.0,3,3,16700,2,100.0,0,7.97,676.0,1,Perfect,9.723223876851618,1.3862943611198906,0
1522,119.0,4,129.0,1,7,34500,1,100.0,0,6.72,14161.0,1,Perfect,10.448743588106625,2.0794415416798357,0
1523,119.0,6,129.0,8,6,22700,1,100.0,0,17.09,14161.0,1,Perfect,10.030164255362632,1.9459101490553132,0
1524,24.0,1,37.0,3,5,5500,0,94.6,0,12.61,576.0,0,Moderate Risk,8.612685172875459,1.791759469228055,0
1525,119.0,1,129.0,3,10,67500,1,100.0,0,9.44,14161.0,1,Perfect,11.119897691565697,2.3978952727983707,0
1526,119.0,1,129.0,2,6,21600,0,100.0,0,13.59,14161.0,1,Perfect,9.980494888896912,1.9459101490553132,0
1527,119.0,0,129.0,1,5,45200,2,100.0,0,19.03,14161.0,1,Perfect,10.718874489469398,1.791759469228055,0
1528,119.0,0,129.0,9,3,9700,2,100.0,1,9.44,14161.0,1,Perfect,9.179984251961283,1.3862943611198906,1
1529,27.0,1,129.0,4,4,19700,4,94.1,0,9.44,729.0,1,Moderate Risk,9.888424674859083,1.6094379124341003,0
1530,119.0,1,129.0,2,0,0,1,100.0,0,16.02,14161.0,1,Perfect,0.0,0.0,0
1531,119.0,0,129.0,4,5,42800,3,100.0,0,14.07,14161.0,1,Perfect,10.664316745782925,1.791759469228055,0
1532,119.0,3,129.0,3,1,8000,1,100.0,0,6.72,14161.0,1,Perfect,8.987321812850125,0.6931471805599453,0
1533,119.0,0,129.0,0,2,11900,0,100.0,0,7.97,14161.0,1,Perfect,9.38437770918244,1.0986122886681098,0
1534,119.0,0,129.0,2,4,9850,0,100.0,0,22.91,14161.0,1,Perfect,9.19532825185568,1.6094379124341003,0
1535,119.0,0,129.0,5,1,13000,3,100.0,0,17.47,14161.0,1,Perfect,9.472781556562168,0.6931471805599453,0
1536,119.0,0,129.0,2,1,7500,0,100.0,1,14.08,14161.0,1,Perfect,8.922791623969637,0.6931471805599453,1
1537,12.0,2,54.0,2,5,10700,3,89.3,0,18.06,144.0,0,Moderate Risk,9.278092474027002,1.791759469228055,0
1538,4.0,0,129.0,3,6,41800,4,97.8,0,9.93,16.0,1,Low Risk,10.640675541671662,1.9459101490553132,0
1539,119.0,1,129.0,2,2,17300,0,92.9,0,23.88,14161.0,1,Moderate Risk,9.758519582283522,1.0986122886681098,0
1540,119.0,0,129.0,9,2,6300,0,100.0,0,13.59,14161.0,1,Perfect,8.748463629942055,1.0986122886681098,0
1541,119.0,3,129.0,11,2,9100,1,97.7,0,7.96,14161.0,1,Low Risk,9.116139576577355,1.0986122886681098,0
1542,25.0,2,129.0,5,3,28500,5,93.3,1,5.31,625.0,1,Moderate Risk,10.25769445336048,1.3862943611198906,1
1543,46.0,1,129.0,1,3,50200,5,95.8,0,6.08,2116.0,1,Low Risk,10.823790225800138,1.3862943611198906,0
1544,52.0,0,52.0,6,2,8200,0,90.9,0,14.08,2704.0,0,Moderate Risk,9.012011377036412,1.0986122886681098,0
1545,119.0,1,129.0,2,2,34900,0,100.0,0,7.34,14161.0,1,Perfect,10.460270761075149,1.0986122886681098,0
1546,77.0,1,77.0,3,5,10500,0,100.0,0,18.06,5929.0,0,Perfect,9.259225769705994,1.791759469228055,0
1547,119.0,1,129.0,2,5,53300,3,100.0,0,6.0,14161.0,1,Perfect,10.883710371704016,1.791759469228055,0
1548,17.0,3,32.0,3,4,26600,4,90.0,0,13.59,289.0,0,Moderate Risk,10.188704088048116,1.6094379124341003,0
1549,66.0,10,66.0,13,2,6100,2,92.0,0,18.06,4356.0,0,Moderate Risk,8.716207971151853,1.0986122886681098,0
1550,77.0,0,77.0,5,1,3100,0,88.9,0,14.07,5929.0,0,Moderate Risk,8.03947991910045,0.6931471805599453,0
1551,44.0,12,129.0,9,5,18000,1,93.8,1,13.58,1936.0,1,Moderate Risk,9.798182590890704,1.791759469228055,1
1552,119.0,0,129.0,4,6,23500,0,100.0,0,7.35,14161.0,1,Perfect,10.064798252418377,1.9459101490553132,0
1553,119.0,0,57.0,3,3,9250,0,100.0,0,9.43,14161.0,0,Perfect,9.132486932771318,1.3862943611198906,0
1554,36.0,0,129.0,4,5,24900,0,95.1,0,21.45,1296.0,1,Low Risk,10.122663242288953,1.791759469228055,0
1555,37.0,0,129.0,3,6,46900,1,95.0,0,11.99,1369.0,1,Moderate Risk,10.75579427616868,1.9459101490553132,0
1556,119.0,1,129.0,0,1,4000,1,100.0,1,24.84,14161.0,1,Perfect,8.294299608857235,0.6931471805599453,1
1557,67.0,0,129.0,2,2,29000,1,90.9,0,6.72,4489.0,1,Moderate Risk,10.275085591132715,1.0986122886681098,0
1558,21.0,3,129.0,7,4,71500,1,90.0,0,9.44,441.0,1,Moderate Risk,11.177466714598282,1.6094379124341003,0
1559,119.0,2,129.0,5,2,22200,2,100.0,1,5.32,14161.0,1,Perfect,10.007892611890918,1.0986122886681098,1
1560,119.0,0,129.0,1,6,10700,1,100.0,0,9.43,14161.0,1,Perfect,9.278092474027002,1.9459101490553132,0
1561,119.0,5,129.0,10,5,27200,0,100.0,0,15.05,14161.0,1,Perfect,10.211009016314167,1.791759469228055,0
1562,119.0,1,129.0,1,5,20800,0,100.0,0,9.93,14161.0,1,Perfect,9.942756341456828,1.791759469228055,0
1563,119.0,0,129.0,1,3,21000,0,100.0,0,30.65,14161.0,1,Perfect,9.952325334619427,1.3862943611198906,0
1564,119.0,0,129.0,4,5,13000,0,100.0,1,11.98,14161.0,1,Perfect,9.472781556562168,1.791759469228055,1
1565,14.0,0,129.0,1,2,21100,0,100.0,0,14.08,196.0,1,Perfect,9.957075711706057,1.0986122886681098,0
1566,25.0,2,129.0,1,1,3500,0,93.3,0,19.03,625.0,1,Moderate Risk,8.160803920954665,0.6931471805599453,0
1567,119.0,1,129.0,2,2,46000,0,100.0,0,6.72,14161.0,1,Perfect,10.736418414365376,1.0986122886681098,0
1568,119.0,2,129.0,12,5,57100,0,100.0,0,21.45,14161.0,1,Perfect,10.9525769086256,1.791759469228055,0
1569,119.0,2,129.0,8,1,13400,0,100.0,1,10.41,14161.0,1,Perfect,9.503084610020228,0.6931471805599453,1
1570,119.0,2,129.0,4,3,20500,1,80.0,0,11.98,14161.0,1,High Risk,9.928228944424575,1.3862943611198906,0
1571,32.0,0,129.0,5,8,40700,0,92.9,0,12.62,1024.0,1,Moderate Risk,10.614007941153417,2.1972245773362196,0
1572,119.0,4,129.0,9,5,21300,0,100.0,0,7.97,14161.0,1,Perfect,9.966509298952284,1.791759469228055,0
1573,119.0,0,129.0,5,1,3500,0,100.0,1,10.91,14161.0,1,Perfect,8.160803920954665,0.6931471805599453,1
1574,67.0,2,129.0,7,3,31200,2,95.5,1,6.72,4489.0,1,Low Risk,10.348205424565993,1.3862943611198906,1
1575,6.0,1,6.0,4,1,1000,2,66.7,0,15.05,36.0,0,High Risk,6.90875477931522,0.6931471805599453,0
1576,12.0,0,129.0,3,3,7500,0,87.5,0,19.03,144.0,1,Moderate Risk,8.922791623969637,1.3862943611198906,0
1577,119.0,1,129.0,9,6,40400,5,100.0,0,13.58,14161.0,1,Perfect,10.606609816118151,1.9459101490553132,0
1578,42.0,0,42.0,4,4,4800,1,93.8,0,13.58,1764.0,0,Moderate Risk,8.476579508530941,1.6094379124341003,0
1579,23.0,1,41.0,7,5,49200,2,86.8,0,13.59,529.0,0,Moderate Risk,10.803669227477098,1.791759469228055,0
1580,119.0,0,129.0,2,5,87300,2,100.0,0,9.93,14161.0,1,Perfect,11.377117196515812,1.791759469228055,0
1581,119.0,5,129.0,6,5,45300,1,100.0,0,10.91,14161.0,1,Perfect,10.721084386282662,1.791759469228055,0
1582,74.0,0,129.0,3,1,19800,0,92.9,0,9.44,5476.0,1,Moderate Risk,9.893487720457795,0.6931471805599453,0
1583,7.0,2,46.0,8,1,2000,3,80.8,0,7.97,49.0,0,Moderate Risk,7.601402334583733,0.6931471805599453,0
1584,119.0,0,129.0,4,0,0,0,100.0,0,24.85,14161.0,1,Perfect,0.0,0.0,0
1585,119.0,0,129.0,3,9,60800,3,100.0,0,6.08,14161.0,1,Perfect,11.015361515187424,2.302585092994046,0
1586,119.0,0,129.0,0,2,46500,0,100.0,0,9.44,14161.0,1,Perfect,10.747229096720554,1.0986122886681098,0
1587,119.0,0,129.0,0,2,25200,4,100.0,0,5.32,14161.0,1,Perfect,10.134638955251866,1.0986122886681098,0
1588,119.0,0,129.0,0,3,9900,0,100.0,0,15.04,14161.0,1,Perfect,9.200391041122515,1.3862943611198906,0
1589,119.0,0,129.0,0,2,4500,0,100.0,0,6.72,14161.0,1,Perfect,8.412054873292933,1.0986122886681098,0
1590,119.0,2,129.0,3,1,1200,0,100.0,0,11.98,14161.0,1,Perfect,7.0909098220799835,0.6931471805599453,0
1591,47.0,5,47.0,4,3,6500,2,93.8,0,19.03,2209.0,0,Moderate Risk,8.77971129020447,1.3862943611198906,0
1592,119.0,0,129.0,2,5,45200,0,100.0,0,13.59,14161.0,1,Perfect,10.718874489469398,1.791759469228055,0
1593,13.0,0,13.0,6,7,30500,2,94.9,0,10.9,169.0,0,Moderate Risk,10.32551474894327,2.0794415416798357,0
1594,119.0,4,129.0,6,2,5600,4,100.0,0,13.58,14161.0,1,Perfect,8.630700432209832,1.0986122886681098,0
1595,119.0,3,129.0,5,4,11400,3,100.0,0,15.04,14161.0,1,Perfect,9.34145634983372,1.6094379124341003,0
1596,119.0,1,129.0,1,1,5000,0,100.0,0,7.34,14161.0,1,Perfect,8.517393171418904,0.6931471805599453,0
1597,119.0,1,129.0,7,9,55800,1,100.0,0,13.58,14161.0,1,Perfect,10.929547069355774,2.302585092994046,0
1598,50.0,2,129.0,1,4,44100,1,93.3,0,21.45,2500.0,1,Moderate Risk,10.694237736914808,1.6094379124341003,0
1599,63.0,2,129.0,3,5,50900,0,95.5,0,6.07,3969.0,1,Low Risk,10.837637848711049,1.791759469228055,0
1600,36.0,5,129.0,3,2,9100,0,90.9,0,10.42,1296.0,1,Moderate Risk,9.116139576577355,1.0986122886681098,0
1601,73.0,1,73.0,7,2,13300,0,89.7,0,6.71,5329.0,0,Moderate Risk,9.495594499353297,1.0986122886681098,0
1602,119.0,1,129.0,3,3,13000,0,87.5,0,7.34,14161.0,1,Moderate Risk,9.472781556562168,1.3862943611198906,0
1603,119.0,0,129.0,4,2,47500,0,100.0,0,11.99,14161.0,1,Perfect,10.768506042432708,1.0986122886681098,0
1604,119.0,0,129.0,4,3,7600,0,100.0,0,6.72,14161.0,1,Perfect,8.936035096566041,1.3862943611198906,0
1605,12.0,0,129.0,5,7,39500,6,91.7,0,13.58,144.0,1,Moderate Risk,10.584081267024454,2.0794415416798357,0
1606,33.0,3,34.0,2,0,0,1,75.0,0,17.09,1089.0,0,High Risk,0.0,0.0,0
1607,119.0,0,129.0,0,12,121000,3,100.0,0,6.07,14161.0,1,Perfect,11.703554089007538,2.5649493574615367,0
1608,119.0,10,129.0,6,5,53200,2,100.0,0,7.96,14161.0,1,Perfect,10.881832472145556,1.791759469228055,0
1609,119.0,1,129.0,2,1,800,3,100.0,0,9.92,14161.0,1,Perfect,6.68586094706836,0.6931471805599453,0
1610,119.0,0,129.0,7,4,3800,5,100.0,0,16.01,14161.0,1,Perfect,8.24301946898925,1.6094379124341003,0
1611,47.0,1,47.0,5,4,22500,0,100.0,0,11.99,2209.0,0,Perfect,10.021315031649332,1.6094379124341003,0
1612,10.0,0,64.0,2,1,1300,1,75.0,0,10.9,100.0,0,High Risk,7.170888478512505,0.6931471805599453,0
1613,119.0,4,129.0,5,5,16300,1,100.0,0,12.62,14161.0,1,Perfect,9.69898173460629,1.791759469228055,0
1614,78.0,1,78.0,3,1,4000,0,93.3,0,16.02,6084.0,0,Moderate Risk,8.294299608857235,0.6931471805599453,0
1615,119.0,1,129.0,3,3,29000,2,100.0,1,6.72,14161.0,1,Perfect,10.275085591132715,1.3862943611198906,1
1616,29.0,0,129.0,0,2,2900,1,87.5,0,14.08,841.0,1,Moderate Risk,7.972810784121404,1.0986122886681098,0
1617,60.0,1,60.0,6,2,43000,4,86.4,0,6.07,3600.0,0,Moderate Risk,10.668978650219241,1.0986122886681098,0
1618,10.0,2,129.0,2,3,17000,2,93.8,0,9.43,100.0,1,Moderate Risk,9.741027444837728,1.3862943611198906,0
1619,119.0,1,129.0,7,5,62800,1,100.0,0,9.93,14161.0,1,Perfect,11.047726275896391,1.791759469228055,0
1620,119.0,2,129.0,2,3,5600,3,100.0,0,10.42,14161.0,1,Perfect,8.630700432209832,1.3862943611198906,0
1621,119.0,3,129.0,4,2,3800,1,100.0,1,12.62,14161.0,1,Perfect,8.24301946898925,1.0986122886681098,1
1622,10.0,2,129.0,7,3,21700,0,95.2,0,19.03,100.0,1,Low Risk,9.985113621416073,1.3862943611198906,0
1623,32.0,0,129.0,1,2,25200,4,76.5,0,10.41,1024.0,1,High Risk,10.134638955251866,1.0986122886681098,0
1624,119.0,1,129.0,5,1,15800,2,100.0,0,7.97,14161.0,1,Perfect,9.6678285081515,0.6931471805599453,0
1625,12.0,2,12.0,5,6,13000,3,98.4,0,16.02,144.0,0,Low Risk,9.472781556562168,1.9459101490553132,0
1626,3.0,2,129.0,3,1,14400,2,88.0,0,11.98,9.0,1,Moderate Risk,9.575052927597383,0.6931471805599453,0
1627,119.0,6,129.0,3,6,8400,0,100.0,0,10.91,14161.0,1,Perfect,9.036106025364846,1.9459101490553132,0
1628,10.0,1,129.0,4,5,35400,3,95.7,0,14.07,100.0,1,Low Risk,10.474495347310453,1.791759469228055,0
1629,47.0,2,129.0,2,6,21200,0,85.7,0,12.62,2209.0,1,Moderate Risk,9.961803629358965,1.9459101490553132,0
1630,28.0,0,129.0,1,2,12200,1,92.3,0,11.99,784.0,1,Moderate Risk,9.409273194575334,1.0986122886681098,0
1631,59.0,0,59.0,1,3,30400,1,90.9,0,7.96,3481.0,0,Moderate Risk,10.322230781590136,1.3862943611198906,0
1632,119.0,0,129.0,7,4,9600,0,100.0,1,15.05,14161.0,1,Perfect,9.169622538697624,1.6094379124341003,1
1633,71.0,2,71.0,3,4,9400,2,87.5,0,12.61,5041.0,0,Moderate Risk,9.148571345578551,1.6094379124341003,0
1634,119.0,2,129.0,1,2,12500,0,100.0,0,12.61,14161.0,1,Perfect,9.433563920090563,1.0986122886681098,0
1635,11.0,0,129.0,6,2,7100,1,90.0,0,13.59,121.0,1,Moderate Risk,8.867990898182093,1.0986122886681098,0
1636,42.0,2,42.0,6,6,68200,6,96.4,0,11.98,1764.0,0,Low Risk,11.130214506480655,1.9459101490553132,0
1637,43.0,0,129.0,2,1,9500,0,85.7,0,13.58,1849.0,1,Moderate Risk,9.15915233520675,0.6931471805599453,0
1638,13.0,3,129.0,2,0,0,0,70.0,0,15.05,169.0,1,High Risk,0.0,0.0,0
1639,29.0,2,129.0,5,3,21200,2,84.6,0,10.9,841.0,1,Moderate Risk,9.961803629358965,1.3862943611198906,0
1640,119.0,2,129.0,1,2,13200,0,100.0,0,6.08,14161.0,1,Perfect,9.488047863280759,1.0986122886681098,0
1641,119.0,0,129.0,4,6,124400,2,100.0,0,5.32,14161.0,1,Perfect,11.731265497840116,1.9459101490553132,0
1642,119.0,1,129.0,3,1,5500,0,100.0,0,16.02,14161.0,1,Perfect,8.612685172875459,0.6931471805599453,0
1643,119.0,0,129.0,2,5,37200,2,100.0,0,9.92,14161.0,1,Perfect,10.524090921620362,1.791759469228055,0
1644,119.0,0,129.0,1,2,22000,0,100.0,0,6.72,14161.0,1,Perfect,9.99884318585288,1.0986122886681098,0
1645,53.0,1,129.0,6,4,18100,3,94.7,0,9.43,2809.0,1,Moderate Risk,9.803722464346553,1.6094379124341003,0
1646,11.0,0,11.0,0,3,11300,0,57.9,0,19.03,121.0,0,High Risk,9.332646496360152,1.3862943611198906,0
1647,119.0,3,129.0,2,2,3500,0,100.0,0,18.45,14161.0,1,Perfect,8.160803920954665,1.0986122886681098,0
1648,119.0,0,129.0,5,7,61400,0,100.0,0,5.32,14161.0,1,Perfect,11.02518140064756,2.0794415416798357,0
1649,14.0,6,15.0,5,2,4500,2,84.2,1,15.05,196.0,0,Moderate Risk,8.412054873292933,1.0986122886681098,1
1650,119.0,0,129.0,1,1,7100,0,100.0,1,9.44,14161.0,1,Perfect,8.867990898182093,0.6931471805599453,1
1651,119.0,1,129.0,3,2,42500,0,100.0,0,20.39,14161.0,1,Perfect,10.657282884047461,1.0986122886681098,0
1652,119.0,0,129.0,1,5,25600,0,100.0,0,16.01,14161.0,1,Perfect,10.150386692204734,1.791759469228055,0
1653,14.0,2,44.0,3,0,800,0,60.0,0,20.39,196.0,0,High Risk,6.68586094706836,0.0,0
1654,119.0,4,129.0,6,2,23000,0,100.0,1,13.59,14161.0,1,Perfect,10.043292972227004,1.0986122886681098,1
1655,66.0,1,129.0,7,2,26100,3,96.9,0,16.02,4356.0,1,Low Risk,10.169728906753061,1.0986122886681098,0
1656,119.0,0,129.0,3,4,24500,1,100.0,0,17.47,14161.0,1,Perfect,10.106469212026385,1.6094379124341003,0
1657,119.0,5,129.0,7,10,141600,1,100.0,0,16.02,14161.0,1,Perfect,11.860768522363712,2.3978952727983707,0
1658,119.0,1,129.0,5,3,12500,0,100.0,0,20.0,14161.0,1,Perfect,9.433563920090563,1.3862943611198906,0
1659,119.0,1,129.0,9,2,7900,1,100.0,0,10.9,14161.0,1,Perfect,8.974744612722734,1.0986122886681098,0
1660,119.0,2,129.0,6,1,10000,3,100.0,0,26.77,14161.0,1,Perfect,9.210440366976517,0.6931471805599453,0
1661,119.0,4,129.0,3,1,20000,1,100.0,1,9.93,14161.0,1,Perfect,9.90353755128617,0.6931471805599453,1
1662,119.0,4,129.0,6,7,59600,2,100.0,0,6.08,14161.0,1,Perfect,10.995427631436174,2.0794415416798357,0
1663,19.0,3,129.0,3,4,13400,1,91.7,1,14.08,361.0,1,Moderate Risk,9.503084610020228,1.6094379124341003,1
1664,24.0,0,129.0,2,4,10400,0,83.3,0,13.59,576.0,1,Moderate Risk,9.249657234353133,1.6094379124341003,0
1665,74.0,1,129.0,2,4,18000,1,96.3,0,6.08,5476.0,1,Low Risk,9.798182590890704,1.6094379124341003,0
1666,119.0,0,129.0,1,2,63000,0,100.0,0,6.07,14161.0,1,Perfect,11.050905878263567,1.0986122886681098,0
1667,18.0,1,129.0,2,2,25900,1,93.0,0,12.62,324.0,1,Moderate Risk,10.16203685698089,1.0986122886681098,0
1668,119.0,15,129.0,7,5,30500,4,100.0,1,12.62,14161.0,1,Perfect,10.32551474894327,1.791759469228055,1
1669,119.0,1,129.0,2,4,21400,0,100.0,0,11.98,14161.0,1,Perfect,9.97119292889014,1.6094379124341003,0
1670,119.0,1,129.0,7,8,32300,1,100.0,0,13.59,14161.0,1,Perfect,10.382853468483827,2.1972245773362196,0
1671,119.0,1,129.0,12,9,15400,0,100.0,0,23.88,14161.0,1,Perfect,9.642187721358466,2.302585092994046,0
1672,12.0,1,129.0,1,0,1500,2,92.9,0,13.59,144.0,1,Moderate Risk,7.313886831633462,0.0,0
1673,16.0,1,129.0,0,1,1500,0,73.3,0,10.9,256.0,1,High Risk,7.313886831633462,0.6931471805599453,0
1674,119.0,1,129.0,6,5,30700,0,100.0,0,9.93,14161.0,1,Perfect,10.332050506334692,1.791759469228055,0
1675,119.0,1,129.0,1,5,17300,0,100.0,0,6.08,14161.0,1,Perfect,9.758519582283522,1.791759469228055,0
1676,119.0,1,129.0,8,4,16900,0,100.0,1,10.41,14161.0,1,Perfect,9.735128070758227,1.6094379124341003,1
1677,19.0,1,25.0,6,2,2200,0,84.6,0,12.62,361.0,0,Moderate Risk,7.696667081526462,1.0986122886681098,0
1678,13.0,3,129.0,3,1,2400,2,93.5,1,13.58,169.0,1,Moderate Risk,7.783640596221253,0.6931471805599453,1
1679,84.0,1,84.0,6,3,16300,0,91.7,0,13.58,7056.0,0,Moderate Risk,9.69898173460629,1.3862943611198906,0
1680,52.0,2,52.0,4,2,17100,0,93.3,0,7.97,2704.0,0,Moderate Risk,9.746892220313054,1.0986122886681098,0
1681,119.0,1,129.0,7,1,2000,0,100.0,0,10.42,14161.0,1,Perfect,7.601402334583733,0.6931471805599453,0
1682,119.0,3,129.0,2,2,19500,0,100.0,0,9.43,14161.0,1,Perfect,9.87822102528824,1.0986122886681098,0
1683,119.0,7,129.0,4,2,16000,3,100.0,1,10.91,14161.0,1,Perfect,9.680406499268875,1.0986122886681098,1
1684,8.0,3,129.0,11,8,96000,1,93.2,0,19.03,64.0,1,Moderate Risk,11.472113887062386,2.1972245773362196,0
1685,119.0,2,129.0,2,3,14200,4,100.0,1,9.44,14161.0,1,Perfect,9.561067663645012,1.3862943611198906,1
1686,119.0,4,129.0,0,2,31300,0,100.0,0,5.31,14161.0,1,Perfect,10.351405324899678,1.0986122886681098,0
1687,119.0,4,129.0,10,1,36500,3,100.0,0,7.35,14161.0,1,Perfect,10.505094936455558,0.6931471805599453,0
1688,17.0,3,24.0,4,2,1100,0,85.7,0,26.77,289.0,0,Moderate Risk,7.00397413672268,1.0986122886681098,0
1689,119.0,1,129.0,5,4,22600,3,100.0,0,25.82,14161.0,1,Perfect,10.025749432069084,1.6094379124341003,0
1690,47.0,1,47.0,4,0,0,0,92.3,0,10.91,2209.0,0,Moderate Risk,0.0,0.0,0
1691,119.0,0,129.0,1,5,12600,1,100.0,0,18.06,14161.0,1,Perfect,9.441531454869693,1.791759469228055,0
1692,33.0,2,33.0,3,2,4400,0,71.4,0,14.08,1089.0,0,High Risk,8.38958706681109,1.0986122886681098,0
1693,65.0,0,65.0,5,4,16400,2,82.1,0,12.61,4225.0,0,Moderate Risk,9.70509758756311,1.6094379124341003,0
1694,59.0,0,59.0,1,2,20500,1,94.4,0,9.44,3481.0,0,Moderate Risk,9.928228944424575,1.0986122886681098,0
1695,119.0,2,129.0,7,4,14400,0,100.0,0,21.85,14161.0,1,Perfect,9.575052927597383,1.6094379124341003,0
1696,119.0,3,129.0,2,2,2300,0,100.0,0,7.96,14161.0,1,Perfect,7.741099090035366,1.0986122886681098,0
1697,119.0,1,129.0,1,3,9600,2,100.0,1,10.42,14161.0,1,Perfect,9.169622538697624,1.3862943611198906,1
1698,20.0,10,129.0,13,3,23100,1,96.4,0,16.02,400.0,1,Low Risk,10.047631185616188,1.3862943611198906,0
1699,119.0,1,129.0,5,2,12100,1,100.0,0,12.61,14161.0,1,Perfect,9.401043372798053,1.0986122886681098,0
1700,12.0,4,129.0,2,4,13300,0,79.2,0,13.59,144.0,1,High Risk,9.495594499353297,1.6094379124341003,0
1701,45.0,7,129.0,11,2,27100,0,96.3,0,20.0,2025.0,1,Low Risk,10.207325906555994,1.0986122886681098,0
1702,36.0,2,129.0,4,9,84600,4,95.7,0,20.0,1296.0,1,Low Risk,11.345701365855424,2.302585092994046,0
1703,26.0,1,26.0,3,5,35000,0,83.3,0,15.04,676.0,0,Moderate Risk,10.463131911491967,1.791759469228055,0
1704,119.0,0,129.0,3,1,13400,0,100.0,0,18.45,14161.0,1,Perfect,9.503084610020228,0.6931471805599453,0
1705,119.0,1,129.0,5,5,5800,0,100.0,0,16.01,14161.0,1,Perfect,8.665785595466064,1.791759469228055,0
1706,50.0,1,129.0,4,2,8500,6,100.0,0,12.61,2500.0,1,Perfect,9.04793908261736,1.0986122886681098,0
1707,67.0,6,129.0,6,2,16600,0,92.3,0,23.88,4489.0,1,Moderate Risk,9.717218213494077,1.0986122886681098,0
1708,119.0,0,129.0,2,2,7000,0,100.0,0,15.04,14161.0,1,Perfect,8.853808274977197,1.0986122886681098,0
1709,119.0,3,129.0,3,3,27000,0,100.0,1,6.72,14161.0,1,Perfect,10.203629181337648,1.3862943611198906,1
1710,2.0,0,129.0,1,5,41800,2,78.6,0,10.41,4.0,1,High Risk,10.640675541671662,1.791759469228055,0
1711,53.0,0,67.0,3,3,34200,4,91.3,0,14.07,2809.0,0,Moderate Risk,10.440010162389305,1.3862943611198906,0
1712,20.0,0,129.0,2,3,9900,3,90.5,0,6.07,400.0,1,Moderate Risk,9.200391041122515,1.3862943611198906,0
1713,119.0,1,129.0,4,4,36300,0,100.0,0,13.58,14161.0,1,Perfect,10.499600568082863,1.6094379124341003,0
1714,119.0,0,129.0,3,4,57900,7,100.0,0,5.31,14161.0,1,Perfect,10.96648993456911,1.6094379124341003,0
1715,119.0,5,129.0,8,3,41600,0,100.0,1,17.09,14161.0,1,Perfect,10.635879484421974,1.3862943611198906,1
1716,40.0,3,129.0,4,1,10000,3,76.5,0,10.41,1600.0,1,High Risk,9.210440366976517,0.6931471805599453,0
1717,119.0,0,129.0,1,5,43200,3,100.0,0,7.34,14161.0,1,Perfect,10.673618922112436,1.791759469228055,0
1718,67.0,1,129.0,3,1,20000,1,77.8,0,9.43,4489.0,1,High Risk,9.90353755128617,0.6931471805599453,0
1719,119.0,2,129.0,6,11,79200,2,100.0,0,17.09,14161.0,1,Perfect,11.279744203985432,2.4849066497880004,0
1720,119.0,6,129.0,8,6,96500,1,100.0,0,11.99,14161.0,1,Perfect,11.477308649967686,1.9459101490553132,0
1721,70.0,3,70.0,8,2,70000,3,97.4,0,5.31,4900.0,0,Low Risk,11.156264806643742,1.0986122886681098,0
1722,119.0,3,129.0,14,6,82100,2,100.0,0,14.08,14161.0,1,Perfect,11.315705475634307,1.9459101490553132,0
1723,52.0,0,52.0,2,4,29100,4,96.3,0,28.72,2704.0,0,Low Risk,10.278527816830314,1.6094379124341003,0
1724,119.0,0,129.0,0,1,4300,2,100.0,0,5.31,14161.0,1,Perfect,8.366602832783736,0.6931471805599453,0
1725,45.0,0,129.0,4,3,37300,5,94.4,0,13.58,2025.0,1,Moderate Risk,10.526775414924009,1.3862943611198906,0
1726,119.0,0,129.0,2,7,107600,0,100.0,0,7.96,14161.0,1,Perfect,11.586185220346932,2.0794415416798357,0
1727,119.0,1,129.0,4,12,66200,0,100.0,0,6.08,14161.0,1,Perfect,11.10045084755119,2.5649493574615367,0
1728,119.0,0,129.0,3,2,7300,0,100.0,0,10.42,14161.0,1,Perfect,8.895766604056085,1.0986122886681098,0
1729,37.0,2,129.0,4,7,76100,1,98.5,0,9.44,1369.0,1,Low Risk,11.239816684367907,2.0794415416798357,0
1730,119.0,0,129.0,3,1,11000,0,100.0,0,10.91,14161.0,1,Perfect,9.305741456739435,0.6931471805599453,0
1731,14.0,0,28.0,3,3,9300,0,29.4,1,15.04,196.0,0,High Risk,9.137877200242468,1.3862943611198906,1
1732,119.0,2,129.0,3,3,32500,10,100.0,0,5.32,14161.0,1,Perfect,10.389026137075234,1.3862943611198906,0
1733,55.0,0,129.0,3,3,54800,6,96.3,0,9.44,3025.0,1,Low Risk,10.911463720944793,1.3862943611198906,0
